Product_Line,PIM_Attribute_ID,PIM_Attribute_Name,PrimaryHierarchy_Code,PrimaryHierarchy_Name,ClassificationCategory_Code,ClassificationCategory_Name,Comments
Apparel ,sizechart,Size chart,MPH1110104100,Sports tshirt,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1110104101,Sports shorts,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1110104102,Sports sets,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1110104103,Sports jackets,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1110104104,Track pants,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1110104105,Swimwear,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1110104106,Sports innerwear,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1110105100,Bras & Bra Sets,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1110105101,Camisoles & Camisole Sets,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1110105102,Lingerie Sets,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1110105103,Corsets & Bustier,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1110105104,Sleepwear & Robes,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1110105105,Gowns,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1110105106,Panties,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1110105107,Intimate wear,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1110105108,Stockings &Tights,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1110105109,Shapewear,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1110106100,Socks,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111100100,Formal shirt,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111100101,Formal trousers,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111100102,Formal suits,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111100103,Formal coats & jackets,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111101100,T-Shirts,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111101101,casual shirts,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111101102,Jeans,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111101103,Casual trousers,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111101104,Shorts,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111101105,Sweatshirts and hoodies,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111101106,Sweaters,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111101107,Casual Jackets,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111101108,Track pants,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111101109,Blazers,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111102100,Sports tshirt,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111102101,Sports shorts,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111102102,Sports sets,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111102103,Sports jackets,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111102105,Swimwear,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111102104 ,Bottomwear,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111103100,Kurta,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111103101,Kurta set with bottom,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111103102,Bottomwear,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111103103,Ethnic suits,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111103104,Ethnic headgear,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111103105,Nehru Jackets,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111103106,Sherwani,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111103107,Blazers,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111103108,Shirts,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111104100,Briefs,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111104101,Trunks,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111104102,Boxers,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111104103,Vests,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111104104,Sleepwear,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111104105,Swimwear,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111104106,Thermals,sizechartCC,sizechartClassifyingCategory,
Apparel ,sizechart,Size chart,MPH1111105100,Socks,sizechartCC,sizechartClassifyingCategory,
Apparel ,womenethinictopwearpattern,Pattern,MPH1110100107,Lehenga sets,womenethinictopwearpatternCC,womenethinictopwearpatternClassifyingCategory,
Apparel ,womenethinictopwearpattern,Pattern,MPH1110100108,Blouses,womenethinictopwearpatternCC,womenethinictopwearpatternClassifyingCategory,
Apparel ,brandfitname,Brand Fit Name,MPH1110102100,Formal shirt,brandfitnameCC,brandfitnameClassifyingCategory,
Apparel ,brandfitname,Brand Fit Name,MPH1110102101,Formal trousers,brandfitnameCC,brandfitnameClassifyingCategory,
Apparel ,brandfitname,Brand Fit Name,MPH1110102102,Formal suits,brandfitnameCC,brandfitnameClassifyingCategory,
Apparel ,brandfitname,Brand Fit Name,MPH1110102103,Formal coats jackets,brandfitnameCC,brandfitnameClassifyingCategory,
Apparel ,brandfitname,Brand Fit Name,MPH1110102104,Formal dress,brandfitnameCC,brandfitnameClassifyingCategory,
Apparel ,brandfitname,Brand Fit Name,MPH1111100100,Formal shirt,brandfitnameCC,brandfitnameClassifyingCategory,
Apparel ,brandfitname,Brand Fit Name,MPH1111100101,Formal trousers,brandfitnameCC,brandfitnameClassifyingCategory,
Apparel ,brandfitname,Brand Fit Name,MPH1111100102,Formal suits,brandfitnameCC,brandfitnameClassifyingCategory,
Apparel ,brandfitname,Brand Fit Name,MPH1111100103,Formal coats & jackets,brandfitnameCC,brandfitnameClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110100100,Sarees,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110100101,Kurta & kurtis,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110100102,Suit Sets,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110100103,Dress material,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110100104,Ethnic bottom ,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110100105,Duppatta,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110100106,Ethnic Dresses,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110100107,Lehenga sets,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110100108,Blouses,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110101100,Tops and tees,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110101101,casual shirts,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110101102,Jeans,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110101103,Casual trousers,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110101104,Shorts,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110101105,Sweatshirts and hoodies,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110101106,Sweaters,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110101107,Casual jackets and blazers,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110101108,Track pants,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110101109,Casual dresses,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110101110,Shrugs and cardigans,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110101111,Skirts,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110101112,Capris,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110101113,Leggings & Jeggings,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110101114,Jump suits,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110102100,Formal shirt,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110102101,Formal trousers,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110102102,Formal suits,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110102103,Formal coats jackets,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110102104,Formal dress,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110103100,Maternity Day Wear,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110103101,Maternity Lingerie,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110103102,Maternity Sleepwear,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110103103,Maternity Accessories,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110104100,Sports tshirt,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110104101,Sports shorts,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110104102,Sports sets,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110104103,Sports jackets,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110104104,Track pants,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110104105,Swimwear,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110104106,Sports innerwear,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110105100,Bras & Bra Sets,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110105101,Camisoles & Camisole Sets,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110105102,Lingerie Sets,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110105103,Corsets & Bustier,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110105104,Sleepwear & Robes,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110105105,Gowns,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110105106,Panties,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110105107,Intimate wear,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110105108,Stockings &Tights,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110105109,Shapewear,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110106100,Socks,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111100100,Formal shirt,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111100101,Formal trousers,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111100102,Formal suits,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111100103,Formal coats & jackets,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111101100,T-Shirts,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111101101,casual shirts,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111101102,Jeans,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111101103,Casual trousers,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111101104,Shorts,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111101105,Sweatshirts and hoodies,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111101106,Sweaters,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111101107,Casual Jackets,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111101108,Track pants,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111101109,Blazers,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111102100,Sports tshirt,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111102101,Sports shorts,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111102102,Sports sets,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111102103,Sports jackets,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111102105,Swimwear,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111102104 ,Bottomwear,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111103100,Kurta,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111103101,Kurta set with bottom,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111103102,Bottomwear,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111103103,Ethnic suits,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111103104,Ethnic headgear,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111103105,Nehru Jackets,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111103106,Sherwani,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111103107,Blazers,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111103108,Shirts,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111103109,Accessories,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111104100,Briefs,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111104101,Trunks,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111104102,Boxers,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111104103,Vests,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111104104,Sleepwear,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111104105,Swimwear,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111104106,Thermals,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1111105100,Socks,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110100100,Sarees,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110100101,Kurta & kurtis,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110100102,Suit Sets,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110100103,Dress material,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110100104,Ethnic bottom ,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110100105,Duppatta,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110100106,Ethnic Dresses,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110100107,Lehenga sets,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110100108,Blouses,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110101100,Tops and tees,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110101101,casual shirts,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110101102,Jeans,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110101103,Casual trousers,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110101104,Shorts,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110101105,Sweatshirts and hoodies,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110101106,Sweaters,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110101107,Casual jackets and blazers,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110101108,Track pants,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110101109,Casual dresses,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110101110,Shrugs and cardigans,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110101111,Skirts,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110101112,Capris,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110101113,Leggings & Jeggings,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110101114,Jump suits,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110102100,Formal shirt,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110102101,Formal trousers,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110102102,Formal suits,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110102103,Formal coats jackets,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110102104,Formal dress,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110103100,Maternity Day Wear,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110103101,Maternity Lingerie,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110103102,Maternity Sleepwear,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110103103,Maternity Accessories,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110104100,Sports tshirt,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110104101,Sports shorts,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110104102,Sports sets,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110104103,Sports jackets,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110104104,Track pants,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110104105,Swimwear,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110104106,Sports innerwear,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110105100,Bras & Bra Sets,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110105101,Camisoles & Camisole Sets,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110105102,Lingerie Sets,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110105103,Corsets & Bustier,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110105104,Sleepwear & Robes,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110105105,Gowns,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110105106,Panties,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110105107,Intimate wear,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110105108,Stockings &Tights,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110105109,Shapewear,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1110106100,Socks,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111100100,Formal shirt,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111100101,Formal trousers,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111100102,Formal suits,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111100103,Formal coats & jackets,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111101100,T-Shirts,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111101101,casual shirts,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111101102,Jeans,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111101103,Casual trousers,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111101104,Shorts,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111101105,Sweatshirts and hoodies,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111101106,Sweaters,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111101107,Casual Jackets,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111101108,Track pants,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111101109,Blazers,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111102100,Sports tshirt,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111102101,Sports shorts,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111102102,Sports sets,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111102103,Sports jackets,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111102105,Swimwear,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111102104 ,Bottomwear,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111103100,Kurta,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111103101,Kurta set with bottom,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111103102,Bottomwear,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111103103,Ethnic suits,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111103104,Ethnic headgear,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111103105,Nehru Jackets,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111103106,Sherwani,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111103107,Blazers,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111103108,Shirts,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111103109,Accessories,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111104100,Briefs,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111104101,Trunks,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111104102,Boxers,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111104103,Vests,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111104104,Sleepwear,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111104105,Swimwear,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111104106,Thermals,apparelCC,apparelClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111105100,Socks,apparelCC,apparelClassifyingCategory,
Apparel ,storyname,Story Name,MPH1110100100,Sarees,apparelCC,apparelClassifyingCategory,
Apparel ,storyname,Story Name,MPH1110100101,Kurta & kurtis,apparelCC,apparelClassifyingCategory,
Apparel ,storyname,Story Name,MPH1110100102,Suit Sets,apparelCC,apparelClassifyingCategory,
Apparel ,storyname,Story Name,MPH1110100103,Dress material,apparelCC,apparelClassifyingCategory,
Apparel ,storyname,Story Name,MPH1110100104,Ethnic bottom ,apparelCC,apparelClassifyingCategory,
Apparel ,storyname,Story Name,MPH1110100105,Duppatta,apparelCC,apparelClassifyingCategory,
Apparel ,storyname,Story Name,MPH1110100106,Ethnic Dresses,apparelCC,apparelClassifyingCategory,
Apparel ,storyname,Story Name,MPH1110100107,Lehenga sets,apparelCC,apparelClassifyingCategory,
Apparel ,storyname,Story Name,MPH1110100108,Blouses,apparelCC,apparelClassifyingCategory,
Apparel ,storyname,Story Name,MPH1110101100,Tops and tees,apparelCC,apparelClassifyingCategory,
Apparel ,storyname,Story Name,MPH1110101101,casual shirts,apparelCC,apparelClassifyingCategory,
Apparel ,storyname,Story Name,MPH1110101102,Jeans,apparelCC,apparelClassifyingCategory,
Apparel ,storyname,Story Name,MPH1110101103,Casual trousers,apparelCC,apparelClassifyingCategory,
Apparel ,storyname,Story Name,MPH1110101104,Shorts,apparelCC,apparelClassifyingCategory,
Apparel ,storyname,Story Name,MPH1110101105,Sweatshirts and hoodies,apparelCC,apparelClassifyingCategory,
Apparel ,storyname,Story Name,MPH1110101106,Sweaters,apparelCC,apparelClassifyingCategory,
Apparel ,storyname,Story Name,MPH1110101107,Casual jackets and blazers,apparelCC,apparelClassifyingCategory,
Apparel ,storyname,Story Name,MPH1110101108,Track pants,apparelCC,apparelClassifyingCategory,
Apparel ,storyname,Story Name,MPH1110101109,Casual dresses,apparelCC,apparelClassifyingCategory,
Apparel ,storyname,Story Name,MPH1110101110,Shrugs and cardigans,apparelCC,apparelClassifyingCategory,
Apparel ,storyname,Story Name,MPH1110101111,Skirts,apparelCC,apparelClassifyingCategory,
